Note,Description,Date,nombre_good,nombre_follow,key
"5,0","Intelligent, extrêmement bien filmé, une série qui décoiffe mais qui sait aussi mettre le doigt sur une analyse profonde de la survie et les dérives qu'elle peut engendrer.Génial !",Publiée le 16 octobre 2021,"2


1",Suivre son activité,2
"3,5","un scénario hyper intéressant et bien concrétisé, avec de bons talents d'acteurs. je regrette cependant la fin et le personnage principal, que je n'avoue pas bien comprendre.",Publiée le 19 octobre 2021,"0


1",Suivre son activité,3
"2,0","la première question est pourquoi? pourquoi ce buzz autour de la série. l'histoire est intéressante mais malheureusement gâchée par un mauvais jeu d'acteurs qui jouent des personnages caricaturaux. une pâle copie de battle royale, de fantomas avec le maître du jeu. des décors kitch. une intrigue avec le traffic d'organes qui n'aboutit pas. des lenteurs entre chaque jeux. des incohérences dans le scénario. Le tout donne une série moyenne ou l'on s'ennuie.",Publiée le 6 novembre 2021,"1


0",Suivre son activité,4
"4,5","Excellent!!!Cette série est faite pour tous les amateurs d'Hunger Games,Alice in Borderland, The Purge ou encore 3%(la série brésilienne).Pourtant j'ai crains le pire dans le 1er épisode en voyant l'attitude obséquieuse et écervelé du personnage qui en fait des tonnes(propre aux expressions démonstratives des Coréens), mais j'ai très vite été rassuré avant la fin de l'épisode quand la série a basculé dans le drama.D'ailleurs c'est intéressant de constater le changement de personnalité du personnage qui est survolté en étant surendetté et en détresse sociale, concentré et combatif durant les jeux, 
spoiler: 
et dépressif quand il est à l’abri du besoin.
On a coutume de dire que l'argent ne fait pas le bonheur, ici on voit que ce n'est pas l'argent qui est responsable de sa déprime, c'est ce qu'il a dû faire pour le gagner qui pose problème.
La version originale est vraiment très dépaysante mais je recommande la version Français.",Publiée le 24 septembre 2021,"1


0",Suivre son activité,5
"3,5","Une série organisée sur une ""battle royale"" coréenne, un jeu mortel qui a des organisateurs étranges. Une intrigue bien menée et des acteurs (dont certains très connus en Corée) qui jouent de manière très convaincante. Ça se laisse voir ... très rapidement car c est assez addictif : un bon point.",Publiée le 8 octobre 2021,"0


0",Suivre son activité,6
"3,0","Une série pas mal une fois bien ancrée à l'intérieur, en attendant de voir l'issue du prochain jeu, mais en dehors de ça, vraiment pas terrible... Le jeu ""1, 2, 3, soleil"", restera le meilleur jeu en terme de surprise et tuerie, et le 6ème épisode le plus dramatique et émouvant.Hormis cela, l'histoire du début n'est vraiment pas intéressante, puis 2-3 épisodes pour vraiment entrer dans la série qui ne comporte que 9 épisodes j'ai trouvé ça trop long, tandis que la fin est une réelle déception... Le jeu des glaces est trop sélective à mes yeux, tandis que la fin, n'a vraiment aucun intérêt à mes yeux, aucune émotion...Et le flic dans tout ça?! Tout ça pour ça?!Bref, une bonne série divertissante (au moment clé) mais quand on voit l'attrait de celle-ci, elle est quand même un peu beaucoup surcotée / surnotée. 3/5",Publiée le 12 octobre 2021,"0


0",Suivre son activité,7
"4,5","Comme la plupart des gens dans le monde, j'ai très apprécié cette série. Une vraie belle surprise pour quelqu'un qui n'est pas très fan des séries en général. On retrouve beaucoup d'humanité et de moral dans cette série. 
 spoiler: 
Je dois avouer que la poupée m'a bien impressioné
. Je classe cette série 3e meilleures séries après Fargo et Casa del papel (2 premières saisons).",Publiée le 11 octobre 2021,"0


0",Suivre son activité,8
"4,5","Le début un peu long, j'ai eu du mal à rentrer dedans je ne savais pas vraiment où j'allais en visionnant cette série. Et quand on comprend ce qu'il se passe ça tient en haleine jusqu'à la fin! A quelques moments on retrouve cette longueur du début. Mais on passe vite outre car la série est vraiment bien j'ai adoré ! A part la fin qui m'a beaucoup déçu je l'ai trouvé insipide sans grand intérêt ça gâche un peu.. Dans l ensemble je n'ai pas su décrocher je voulais toujours en savoir plus série regardée en 2 jours c'est pour dire",Publiée le 3 octobre 2021,"0


0",Suivre son activité,9
"5,0","Très bonne série dans son ensemble. Les personnages sont très complet dans leur ensemble et le jeu des acteurs fournit est extraordinaire. L'acteur de Gi-Hun (456) joue extrêmement bien le personnage dépourvu de ses moyens qui ne sait plus ce qui est bien et ce qui est mal ; il est à la fois perdu dans ce jeux qu'il n'arrive plus à comprendre et dont il voudrait se défaire et à la fois coincé et contraint par lui même à rester. L'acteur de Il-Nam (001), 
spoiler: 
personnage qui cache bien son jeu,
 est très bien joué.
spoiler: 
 Lorsqu'il fait semblant de perdre la mémoire et de se sacrifier pour 456, on le croit vraiment.
 Cette série contient beaucoup d'indices sur les personnages mais aussi les épreuves 
spoiler: 
(dessinées sur les mur cachés par les lits)
 et les organisateurs qui au fur et à mesure se dévoilent. La série contient plusieurs intrigues ; celle des joueurs, celle des organisateurs et celle du policier infiltré qui cherche son frère. Mais à la fin de la série... on ne sait rien.
spoiler: 
 On découvre le double de jeu de Il-Nam, certes (qui d'ailleurs aurait pu être compris bien avant par les indices comme le fait que son corps ne tombe pas après le coup de feu, et qu'au plan suivant le corps n'apparaît pas) mais 
concernant l'organisation, la mort du policier ou encore la décision prise de Gi-Hun qui lui fait rater son avion, on ne connaît aucune informations. Ce qui laisse donc penser à une saison 2 qui donnerai plus d'informations sur tous ça. 
spoiler: 
D'ailleurs les VIP laissent penser que cette organisation est international.
 Enfin les décors, les plan et les accessoires sont parfait, on se croit dans un monde d'enfant (voulu par la production) et en même temps dans un monde de terreur. On ressent la même sensation que les acteurs. En bref la série est juste extra, et j'espère qu'elle aura une suite, qui sera aussi intéressante.",Publiée le 14 octobre 2021,"1


2",Suivre son activité,10
"3,5","Vice du jeu quant tu nous tiens. Cette série coréenne propose une étude de caractères tant soit peu originale. Il est dommage que nous manquions de connaissances sur les codes de jeux et surtout sur la culture de ce pays, car nous avons indéniablement manquer quelque chose à ce niveau la. Les participants sont tous issu de milieux social hétéroclite , un seul point commun, l’addiction au jeu et les dettes colossales qu’ils ont accumulés. Au cour de cette partie ou seul un gagnant repartira avec la cagnotte mais pas forcément indemne de l’expérience vécue. Ce jeu macabre crée pour distraire quelques richissimes VIP qui s’ennuie d’avoir trop d’argent et prennent leur plaisir en voyant leurs victimes s’agiter sur l’échiquier. Ils ont tout mais ne désirent plus rien car trop blasés. Un atout majeur à retenir c’est le visuel soigné avec des partitions de musique classique agréable et douce qui contrastent avec la sauvagerie de l’épopée . On arrive à s’attacher à quelques personnages dont on regrette la disparition. Rien hélas ne s’arrête et tout recommence avec le dernier qui prendra vraisemblablement la place de numéro un.",Publiée le 23 novembre 2021,"0


0",Suivre son activité,11
"4,5","Grandiose. Un jeu de massacre d'une grande humanité. Jouissif pervers immoral révoltant et émouvant à la fois, sans parler de l'originalité, une grande réussite. Quelques longueurs toutefois.",Publiée le 19 octobre 2021,"1


0",Suivre son activité,12
"4,5","Série coréenne qui , dans les premiers épisodes, semblait être un jeu de massacre mais au final est une superbe peinture sur la nature humaine.Tous les participants ,""rebus de la société"" sont au début ""forcés "" de se lancer dans cette série de jeux mortels mais, oh surprise
spoiler: 
 partent et choisissent de revenir dans le jeu de leur propre volonté
 par appât du gain et d'une vie meilleure. Même en uniforme avec juste un numéro, dans la même situation, on assiste aux luttes de pouvoir habituelles , le fort contre le faible, le jeune contre le vieux, les femmes contre les hommes, etc... Tous les jeux sont d'une simplicité enfantine, ce qui rajoute du suspense quand on connait l'enjeu final, le
spoiler: 
 5ieme jeu (le pont de verre) 
présente une particularité ,les joueurs ne jouent plus en individuel mais sont dépendants du résultat de leurs prédécesseurs.Très bon rythme, bien filmé, acteurs excellents ( surtout la N°67 ( HoYeon Jung ), une petite pépite coréenne à ne surtout pas manquer . Top : 4.5 étoiles.",Publiée le 27 septembre 2021,"0


0",Suivre son activité,0
"3,5","Certains rebondissements sont téléphonés, le propos politique n'est pas super sophistiqué, et quelques personnages sont surjoués, c'est les trois défauts que je reproche à la série. La recette de base n'est pas totalement neuve (Battle royale, Liar game, Kaiji...), mais ce n'est pas du tout un problème car le réalisateur la pimente avec des éléments intéressants, comme l'arrêt du jeu en cas de vote majoritaire, ou le fait de donner un enjeu mortel à des jeux d'enfant, absurdité à la hauteur du capitalisme. A part ça, le suspense et la réalisation sont très bien maîtrisés, les personnages sont attachants, le ton oscille habilement entre le grinçant, le comique et le tragique. C'est du très bon dans l'ensemble. Dernière chose, avant de regarder cette série, il faut bien être conscient de son niveau de violence (psychologique surtout).",Publiée le 15 octobre 2021,"0


0",Suivre son activité,1
"5,0","Franchement, la série est monumentale. Seuls les coréens avec les japonais (battle royal) sont capables de nous sortir des histoires comme Squid Game. Eux ils ont compris comment faire des séries à la fois dramatique et incroyablement divertissants.Ils ont l'art de la narration comme le film Parasite, le premier épisode est parfaitement construit, on parle de rien pour nous plonger dans le vif du sujet et nous laisser sur la faim.C'est le genre de série qui laisse une vraie emprunte et est déjà culte",Publiée le 11 octobre 2021,"0


1",Suivre son activité,2
"3,0","Bien plaisant à mater, mais qu'est-ce que c'est lent ! Sans spoil ce qu'on voit dans l'avant dernier épisode je m'en doutais depuis le début ... Sinon franchement sympa malgré des décisions de certains ""joueurs"" totalement incompréhensibles ...Bref un 3/5 bien généreux",Publiée le 20 septembre 2021,"1


3",Suivre son activité,3
"5,0","Grand coup de coeur pour cette série qui possède toutes les qualités. Réflexion politique, analyse de la psychologie du groupe, individuelle ; excellent scénario, très bons acteurs, et une mise en scène exceptionnelle ! J'avais déjà bcp aimé la série sud-coréenne, ""Vagabond"". Bravo !",Publiée le 11 octobre 2021,"0


1",Suivre son activité,4
"3,5","La première pensée que j'ai eu quand j'ai regardé les premiers épisodes était de me dire Waa quel originalité ! quel esthétisme (même dans le coté gore) ! quelle qualité sonore (surtout la petite musique mais si celle qui te reste dans la tête tu vois laquelle lol) ! le jeu des différents acteurs est aussi vraiment pas mal (et wai ya pas que les ricains qui jouent bien)L'intrigue se développe petit à petit les sentiments aussi les frisons, les peurs, les rires parfois, chaque personnages est traiter ni bon ni mauvais qu'est ce que nous on ferait à leurs places ?? ça sa ma plu le coté un peu neutre du scénariste.Après évidement, il y a le coté violent, le coté du ""message"" car il n'ai pas super on aurait dit quand même une série merchandiser.... style casa de papel ....ou comment faire passer les méchants pour des gentils et le violent et le gore acceptable.....J'espère que les parents de jeunes enfants ne les laisseront pas regardé cette série.",Publiée le 24 octobre 2021,"0


 0",Suivre son activité,5
"4,0","Efficace, sans fioritures, pas d'idioties woke. et droit dans le coeur de notre nature profonde. Un peu lent au début, ça reste plus ou moins bon enfant malgré les morts jusqu'à l'épisode 4. Ensuite, on ne rigole plus du tout; je suis restée scotchée jusqu'à la fin, Les studios à Hollywood feraient mieux de se concentrer à faire des séries de qualité comme ils l'ont fait la passé au lieu de faire dans l'endoctrinement.",Publiée le 8 octobre 2021,"0


0",Suivre son activité,6
"4,5","Cette série est excellente. Est-ce un chef d'œuvre qui marquera son époque ? il est trop tôt pour le dire. Tout a été dit sur cette série, ce qui est sûr c'est qu'elle plaise ou non, elle ne laissera personne indifférent. Enfin une œuvre coréenne qui connaît un succès mondial mérité ! C'est frais les acteurs sont bons l'ambiance de la série est à la fois pesante et quelques touches d'humour noir très bien dosées viennent apporter un peu de piquant.Le côté Battle Royal est largement inspiré d'autre œuvres Coréenne et américaines mais on trouve son originalité dans l'ambiance visuelle.Son gros point fort c'est qu'elle se démarque par son côté incroyablement immersif. On a vraiment la sensation d'être à côté des personnages à tout instant",Publiée le 3 octobre 2021,"0


0",Suivre son activité,7
"4,0",La série du moment sur Netflix.Et ce succès est mérité.Le sujet est presque philosophique...en rapport avec la dépendance aux jeux et à l'argent.Tout y passe dans les relations humaines...le pire comme le meilleur...Sans dévoiler plus du scénario...le final est surprenant et nous laisse en grande réflexion.Une réussite qui pourrait bien voir arriver un jour une suite.À ne pas manquer.,Publiée le 28 octobre 2021,"0


0",Suivre son activité,8
"3,5","Série intéressante mais très inégale...L'idée de base avec son scénario à la hunger games est vraiment bonne, mais le rythme ne tient pas tout le temps. En effet, certains épisodes sont mous et longs, d'autres sont plus prenants.On a quelques rebondissements, mais rien de vraiment incroyable...Le côté esthétique est en revanche très réussi. Certains décors sont magnifiques, et la musique enfantine placée dans ce jeu machiavélique est très bien sentie.",Publiée le 6 octobre 2021,"1


0",Suivre son activité,9
"4,5","c'est un classique. Si vous avez aimé Hunger games, foncez ! Le seul soucis, c'est qu'on s'attache pas assez aux personnages. Mais, le suspens est bien présent !",Publiée le 12 octobre 2021,"0


1",Suivre son activité,10
"4,0",Squid Game est une très bonne série Coréenne ce qui change ! L'intrigue est assez longue à demarrer mais l'histoire et les personnages sont interessants,Publiée le 26 septembre 2021,"0


0",Suivre son activité,11
"2,5","Voilà un drama coréen à la Hunger Games. Le perso vieux était énervant et il a mérité sa fin. La scène des vitraux qui se cassent était beaucoup trop longue, épargnez nous ce genre de moment. Sinon cool mais beaucoup de cruauté",Publiée le 24 octobre 2021,"1


0",Suivre son activité,12
"3,5","Critique de la société capitaliste et consumériste, la série sud-coréenne déclenche chez le spectateur un étrange point de vue contradictoire, à la fois malaisant et envoutant.Saison 1 : 3,5/5.Composée de 9 épisodes, la première saison montre les dérives de l'argent et les comportements déraisonnés de certains individus pour sortir de la pauvreté qu'ils subissent au quotidien.Par le biais de jeux sanguinolants et extrêmement violents, les protagonistes s'affrontent afin d'obtenir une récompense financière élogieuse.Fort de ses beaux décors et de son côté gore, la série parvient à hypnotiser et à déranger.",Publiée le 17 janvier 2022,"0


0",Suivre son activité,13
"3,5",gros potentiel mais gâcher par des détail pas crédible et l'histoire est un peu prévisible et certain personnage un peu caricatural à part ça plutôt satisfait de cette saison et hâte de voir la saison 2 qui seras déterminante pour la serie,Publiée le 30 septembre 2021,"1


0",Suivre son activité,14
"3,5","Petits meurtres entre amisDe l'originalité ? Oui, il y en a. De la folie ? Aussi. De celle dont on se demande parfois comment le scénariste a pu penser à cela, et s'il est bien raisonnable de le laisser en liberté... Car, si la série prétend s'inspirer d'un jeu d'enfants traditionnel dans la cour de récréation, sérieusement, il faut bien décrypter qu'en dehors d'une unique scène, l'adaptation n'a strictement aucun rapport avec le divertissement des bambins. Le jeu du poulpe n'est donc qu'un prétexte pour se livrer à la réalisation d'un fantasme cinématographique. A travers huit jeux barbares, donc, toutes les occasions sont bonnes pour faire couler le sang de façon totalement gratuite. Là où on aurait pu espérer un peu plus d'intrigue psychologique, il faut se résoudre à ne pas vraiment lire l'histoire au-delà du premier degré. La seule information que l'on risque d'apprendre, c'est bien sa propre addiction aux neuf épisodes, liée ni plus ni moins à des pulsions de voyeurisme poussant à vouloir découvrir quelle nouvelle recette d'extermination va être concoctée... Un petit bouillon coréen qui, normalement, est bien trop relevé pour ne pas piquer les enfants. Par conséquent, à ne pas mettre entre toutes les mains et tous les palais, afin de ne pas provoquer de faute de goût, sans quoi un simple haut-le-cœur pourrait se retourner en véritable nausée.",Publiée le 14 janvier 2022,"0


0",Suivre son activité,0
"5,0",Excellents scénario et réalisation. Le jeu d'acteur est très bon et se perfectionne au fil du temps . La série se regarde d'un trait tellement le suspens est incroyable . Vivement la saison 2,Publiée le 19 octobre 2021,"0


1",Suivre son activité,1
"5,0","Une excellente série, satire sanglante de la société, mêlant réalisme, notamment dans le jeux d'acteur très pertinent, et originalité avec des décors et des jeux complétement fous, créant un contraste sans cesse nuancé par des liens évidents entre le monde extérieur et celui des jeux.",Publiée le 26 septembre 2021,"0



2",Suivre son activité,2
"2,5","Pas déplaisant à regarder mais d'énormes ficelles scénaristiques gâchent l'immersion.Le propos est naïf, presque niais malgré les torrents de violences et d'hémoglobine. L'esthétique est plutôt sympa. Bref une série plutôt calibrée pour les adolescents.À préférer dans le même genre Hunger Games ou Battle Royale (de Kinji Fukasaku).",Publiée le 23 novembre 2021,"0


0",Suivre son activité,3
"5,0",une série pas habituel à dévorer sans modération avec un gros suspens au fur et à mesure de l intrigue une très bonne surprise,Publiée le 29 septembre 2021,"1


2",Suivre son activité,4
"2,5","Série très surcôtée ; elle se laisse regarder bien que très ennuyeux à certains moments, trop prévisible et le pire ils font passer le seul étranger qui participe au jeu pour un gros idiot! En plus c'est du déjà vu, rien de nouveau.",Publiée le 27 octobre 2021,"1


0",Suivre son activité,5
"5,0",un seul motWOW cela fait du bien de voir de vraies series bien tournées et réaliséesj'ai hate de voir la saison 2,Publiée le 27 septembre 2021,"1


2",Suivre son activité,6
"5,0","J'y suis venu par curiosité, j'y suis resté par la profondeur de l'histoire.Bien loin des images que l'on nous en a fait.Cette série est une clac, cela faisait bien longtemps que je n'ai pas vibré autant devant mon écran.",Publiée le 30 novembre 2021,"0


1",Suivre son activité,7
"3,0","Je suis venue à cette série suite au bon écho selon certains, en trainant un peu des pieds car je ne suis pas fanatique du cinéma coréen.le thème est celui de jeux cruels pour satisfaire la cupidité des uns et l'inhumanité des autres D'autres y verront l'exploitation de la pauvreté par les riches et les puissants.Lle premier du genre est Rollerball, en 1975 avec K James Caan,que j'avais plutôt bien apprécié à l'époque. Ici c'est une forme encore plus brutale, avec l'hémoglobine en plus. Il y a bien sûr des poncifs, le méchant moche, le gentil qui devient humain etc... C'est tout de même pas mal imaginé dans la variété des épreuves, le jeu des acteurs est coréen c'est à dite qu'il peut sembler un peu.surjoué pour un occidental mais on finit par s'habituer.Par contre c'est tout de même de la violence gratuite même si on peut y voire une métaphore de la noirceur humaine. D'où ma difficulté à attribuer une note... C'est une série que je ne conseillerai pas à des enfants ou des pré-adolescents.",Publiée le 14 janvier 2022,"0


0",Suivre son activité,8
"4,0","Une série coréenne que personne n'attendait et qui a pourtant eu un succès phénoménal. Alors, que penser de cette série en général ? Et bien, moi aussi, comme tant d'autre, j'ai été agréablement surpris de cette nouvelle série. De par son histoire intéressante et son atmosphère mettant mal à l'aise, elle va vous tenir en haleine et vous faire dévorer les 8 épisodes qu'elle propose. Les moments bouleversants de la série son nombreux et pour les peu de mystères encore à éclairer, on espère qu'ils le seront dans la saison 2. En tout cas, si vous ne l'avez pas encore visionné, n'attendez pas. Je vous la recommande chaudement...",Publiée le 19 octobre 2021,"0


0",Suivre son activité,9
"3,0","Une série qui a le mérite de se laisser regarder avec plaisir. Pour le reste c'est assez médiocre avec entre autre une grosse sous exploitation des réflexions sur des sujets sociétaux soulevés mais pas approfondies. Le scénario global est sans grande saveur, la fin supposée nous surprendre semble forcée.",Publiée le 13 novembre 2021,"0


0",Suivre son activité,10
"4,0","C'est d'abord excellent, puis ça perd un peu en intensité et connaît quelques langueurs. Globalement la série est très bonne et mérite d'être vue. La fin n'est peut-être pas assez épique ou alors une saison 2 nous permettra d'avoir une réponse à nos (nombreuses) questions...J'ai regardé la série en un week-end, ça faisait un moment que ça ne m'était pas arrivé, une preuve qu'elle vaut le détour",Publiée le 20 septembre 2021,"1


0",Suivre son activité,11
"3,5",Série qui fait le buzz à juste titre. Les scènes de violences annoncées d'emblée nous mettent en condition. Le programme est original et mystérieux jusqu'à son dénouement. Les nombreux défis qui sollicitent les personnages attachants (pour certains) nous tiennent en haleine du début à la fin.,Publiée le 31 octobre 2021,"0


0",Suivre son activité,12
"3,0","Accrocheuse et efficace, Squid Game l'est certainement. Pour autant, le cinéma sud coréen a su se montrer plus déroutant et mordant dans la satire sociale.La violence, au lieu de soutenir le propos, devient l'argument de vente principal. Les jeux puérils et ultra violents s'enchaînent, au milieu de grosses celles scénaristiques et de séquences melodramatiques lourdingues. Le trait est a ce point forcé qu'on n'y croit guère. Squid Game est une fable sociale, mais aux intentions douteuses. Derrière le propos dénonciateur somme toute basique, on voit vite pointer un plaisir coupable dans le gore et le violent.Les ados auront le sentiment d'avoir vu une série dérangeante, ils auront en réalité un succédané renforcé à l'hémoglobine. Les jeux s'enchaînent, violents et surtout ineptes. La série peine à justifier une telle violence et s'en tire par des pirouettes convenues en guise de bouquet final. Les longueurs miserabilistes (épisode 2 hors sujet), les twists prévisibles et la relative banalité du scénario laissent un fort arrière goût de ""peut mieux faire""Un manga a la Liar Game fait mille fois mieux en terme de complexité et d'intensité dramatique.",Publiée le 16 octobre 2021,"0


0",Suivre son activité,13
"4,5","""enorme serie"" acteurs,suspense,il y à tout.moi qui n""est absolument pas serie...je l'ai dèvorè en une journèe...vivement la suite",Publiée le 22 octobre 2021,"0



0",Suivre son activité,14
"2,5",Très moyen.. Je comprends pas le succès de cette série. Prévisible. Peu attachant.. Longuet et répétitif. L être humain à de mauvais goût. Distrayant sans plus..,Publiée le 19 octobre 2021,"1


0",Suivre son activité,0
"5,0","Généralement je ne suis absolument pas série survival mais celle-ci a réussi à m'accrocher et elle est juste INCROYABLE ! Les personnages attachants, un scénario sinistre, les ost géniales et de très très bons acteurs, enfin bref. Je vous la conseille vivement ! (Bon maintenant je ne vais plus être bien en entendant 
spoiler: 
Johann Strauss
II - An der schönen blauen Donau, Op. 314 et des petits jouer à 1, 2, 3 soleil
 mais tant pis xD)",Publiée le 27 septembre 2021,"1


2",Suivre son activité,1
"5,0",j'ai adoré cette série. elle a une petite lenteur necessaire sur une épisode mais du reste que c'est bon. J'étais tellement dans le mal sur le jeu où ils sont encore 80. j'avais encore plus peur que eux tellement les scènes et l'ambiance étaient bien amenées. Encore !!!,Publiée le 27 septembre 2021,"1


2",Suivre son activité,2
"5,0",Un chef d'd'oeuvre rien a redire tout les éléments sont là pour avoir une bonnne série dommage que c'est aussi court je pense 12 épisode aura été encore mieux,Publiée le 12 octobre 2021,"1


1",Suivre son activité,3
"3,0","Les 5 premiers épisodes tiennent bien en haleine malgré une intrigue vue et revue. On plongé dans la série et on a envie de regarder les épisodes les uns après les autres.Par contre, le fin est une catastrophe.
spoiler: 
 Pas de surprise sur le gagnant, les jeux contrairement à ce que dit l'Agent ne sont pas du tout équitables. Le dernier ""jeu"" n'est pas un jeu mais un combat à mort. On rode au bout de deux secondes que le vieux est dans la partie. Son explication que tout ça est fait pour s'amuser est très décevante. pas de grandes révélations. Et puis bien sur le gagnant est jeté comme une merde dans la rue avec sa CB et il va même pas voir sa fille... ? ? ? 
C'est dommage tout ça ! parce que ça partait bien",Publiée le 30 septembre 2021,"0


0",Suivre son activité,4
"4,0","Si le concept de Squid Game n'est pas nouveau, la série est tout de même très réussie. Elle met un peu de temps à se lancer mais devient rapidement très prenante grâce à ses mystères, son suspense et son côté imprévisible. C'est un bon divertissement qui n'oublie pas l'émotion et la réflexion.",Publiée le 5 décembre 2021,"0


0",Suivre son activité,5
"4,5","Visionné afin de satisfaire ma curiosité dû au buz médiatique.Très agréablement surpris, nerveux, intelligent, dynamique, addictif et ultra violent.Je recommande vivement.",Publiée le 19 octobre 2021,"0


0",Suivre son activité,6
"5,0","Que dire de plus avec mes 5 étoiles ? Je pensais avoir affaire à un film pour ado. Après avoir vu les Narcos et El Chapo, je n'étais pas enclin pour une série qui m'avait tout l'air d'un truc de jeu. Le premier épisode me confortait dans mes croyances, jusqu'à à ce d'un seul j'assiste à une fin de cet épisode qui m'a laissé dans une grande stupéfaction. Et c'est parti ça sa dévore entièrement en un weekend ou pour les plus endurants en une nuit blanche. Allez y ! Il n'y a pas lieu d'hésiter devant un tel exploit sud coréen. Tout est magnifique. Decor, suspense, psychologie. 5 étoiles sur 5!",Publiée le 3 octobre 2021,"1


2",Suivre son activité,7
"5,0",Le début est TRÈS lent il ne donne pas envie d’aller plus loin.. en se forçant un peu tu regrettes vraiment pas d’avoir continue ….. bref le l’ai termine 2 jours t’as compris le truc ..,Publiée le 29 septembre 2021,"1


2",Suivre son activité,8
"2,0","Malgré l'engouement international pour cette série, je ne lui trouve pas énormément de points positifs. Beaucoup de violence gratuite, des scènes téléphonées, et une fin qui n'a ni queue ni tête. Assez décevant puisque le fond de l'histoire est plutôt sympa.",Publiée le 17 novembre 2021,"1


0",Suivre son activité,9
"4,0","Une série avec un scénario très original et qui plait et plaira a tout le monde je pense, malgré tout elle a pris trop d'empleur et le fait que tout le monde en parle fait passer cette série comme l'une des meilleurs depuis des années alors que non ! Bref je conseille mais ce n'est pas non plus un chef d'oeuvre",Publiée le 11 octobre 2021,"0



0",Suivre son activité,10
"3,5","Un mélange de Cube ou Exam, rien de nouveau sous les cocotiers même si c'est regardable, je m'attendais à une folie vu que tout le monde en parle... mais ce n'est pas une série qui m'a scotché.",Publiée le 23 septembre 2021,"0


1",Suivre son activité,11
"4,5","Une série coréenne super originale rappelant l'univers de Alice in Bordeland dans son coté décalé à la culture européenne , j'ai beaucoup aimé",Publiée le 2 octobre 2021,"0


0",Suivre son activité,12
"1,0","Bon j'arrête. Pourquoi personne ne leur dit ? C'est mauvais les gars quoi. Mon chiwawa joue mieux. Chacun pour soi ok ... En mode training psychologique vers la fin du monde on accepte.. exécutions sommaires et fours crématoires on avale... pas de ouf mais bon chacun son truc et puis papi n'est plus là. Et puis aussi comme ça on se sent encore plus OP à planter la carotide de la meuf qui vient de nous griller la place au Spar. Mais juste arrêtez de crier à chaque phrase quoi... On sait que vous avez des trucs à dire. Tristesse, colère, peur ... Mais crier ce n'est pas jouer.",Publiée le 17 novembre 2021,"1


0",Suivre son activité,13
"4,5","Alors oui, ça saigne beaucoup dans cette série, les hommes sont cruels entre eux pour des millions de billets.Mais cette série a aussi foi en l’homme : le policier qui risque sa vie pour découvrir ce qu’est devenu son frère ; le numero 456 qui constitue une équipe basée sur l'entraide.J’ai aimé certains clin d’œil dans le dernier épisode.Une série lente mais intelligente et beaucoup plus profonde qu’il n’y paraît.",Publiée le 24 octobre 2021,"0


0",Suivre son activité,14
"5,0","Tout d'abord l'art et la manière démesuré d'un jeu mortel qui nous plonge tout de suite dans un bain de sang et surtout l'accompagnement d'une musique très mystérieuse avec un supplément de suspense qui nous fait tellement intrigué avec les rôles des acteurs et actrices tellement bien joués et maîtrisés du début jusqu'à la fin.L' inspiration coréenne a atteint le top niveau en quelques jours, tout le monde en parlent, tout le monde s'est vu participer à une compétition risqué.il faut à tout prix une suite à cette série rocambolesque, impossible de ne pas penser à une suite de cette histoire tellement tragique voir même dramatique couronné par l'appât du gain.",Publiée le 3 octobre 2021,"0


2",Suivre son activité,0
"4,0","Une très bonne série qui mérite d'être regardée.Les révélations sont aussi surprenantes que le dénouement de l'histoire, même si, personnellement, j'avais dès le milieu de l'histoire, quelques hypothèses qui se sont révélées être vraies.",Publiée le 4 octobre 2021,"0


1",Suivre son activité,1
"5,0","une très belle série avec de fort personnage hâte de voir une saison 2 
spoiler: 
 faut dire que jabais plus rien a dire alors je vous écris ses quelque lugne pour vous spoiler qua la fin .... ah zut je suis qu'au 8 eme episode bon jy retourne finir la série que je recommande fortement 🔼⏺️⏹️",Publiée le 28 septembre 2021,"1


2",Suivre son activité,2
"5,0",Génialissime!!!Le cinéma coréen est de plus en plus surprenant. Cette série a tout! Regardé les 9 épisodes en une soirée. A ne surtout pas manquer.,Publiée le 26 septembre 2021,"1


2",Suivre son activité,3
"5,0",👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,Publiée le 7 octobre 2021,"1


2",Suivre son activité,4
"3,5","J'ai bien aimé la saison 1 de Squid Game. J'ai trouvé le scénario original, même si la fin n'est pas si élaborée et un peu prévisible. La série critique le capitalisme de façon originale et terrifiante. Les jeux d'acteurs sont bons, principalement les deux qui jouent les personnages principaux. Comme d'habitude dans les productions sud-coréennes, il y a des scènes ultraviolentes, mais qui ne sont pas assez choquants dans le contexte général de l'oeuvre. N'hésitez plus a régarder!",Publiée le 19 octobre 2021,"0


1",Suivre son activité,5
