Note,Description,Date,nombre_good,nombre_follow,key
"0,5","La propagande Tiktok autour de cette série est un coup de maître. A l’inverse, la série est un véritable fléau à regarder. Quel ennui, pas un seul personnage intéressant, un scénario bidon. Merci pour ce temps perdu.",Publiée le 26 octobre 2021,"3


3",Suivre son activité,11
"0,5","Et bien je ne croyais pas créer un compte sur allociné un jour, mais en lisant les avis des gens et après avoir perdu 9h de ma vie je suis dans l'obligation de réagir. Cette série est mauvaise, (malgré une super idée de scénario). L'acteur principal a du être choisi dans la rue car tu ne peux pas jouer plus mal. Oubliez la musique d'ambiance, ils ont du garder le budget pour les effets spéciaux, ou le décors. Bon plus t'avance, plus tu comprends qu'il n'y a pas eu d'effort tout simplement (ou pas de budget), d'ailleurs c'est loin d'être gore ou dérangeant...le plus hard est de voir les 9 épisodes sans se couper les veines. J'offre le coffret de la saison 1 à la personne qui a réussi à verser une larme pour un personnage. On ne va pas parler de tout ce qui est mal fait ou qui n'a pas de sens car je n'ai pas envie d'écrire mon premier bouquin. Je pense que cette série est bien trop surestimée, dans le même genre, la serie Alice in borderland est bien plus prénante (et réussie).",Publiée le 12 novembre 2021,"13


15",Suivre son activité,12
"2,0","Oui ben bon quoi...On regarde des mecs qui pleurent en jouant aux billes, voilà.Le décor est piqué à la série Baby Boss, les costumes à la Casa de Papel, le scénario à...À personne, en fait, parce qu'il n'y en a pas.Moi qui suis plutôt fan du cinéma coréen, là je reste sur ma faim.L'ennui le dispute au ridicule.",Publiée le 5 octobre 2021,"2


1",Suivre son activité,13
"0,5","Le réalisateur a lui-même exprimé sa déception de voir que le succès de sa série reposait essentiellement sur l appétit morbide des spectateurs pour la violence alors que son objectif premier était de faire une satire de notre société et de dénoncer la perte de notre humanité.. A qui la faute.. au réalisateur et à sa mise en scène ultra violente ? ou au spectateur qui a appris en 30 ans à ne plus se choquer de rien..!? Est ce que la mise en scène est de qualité ? Peut-être mais DÉSOLÉ je ne cautionne pas une succession de mises à mort toutes plus sanglantes les unes que les autres, des exécutions en série brutales et de la torture sous prétexte que les telps ont changé. Nous vivons certe l ère de la banalisation de la violence. Mais est ce une évolution ? pourquoi les series les plus regardées sont aussi les plus violentes..? qu est ce que cela nous apprend ? que le tissu des valeurs morales de notre société se désagrège. déçu et en colèreBizz",Publiée le 21 octobre 2021,"4



3",Suivre son activité,14
"0,5","Aucun intérêt, idée originale au demeurant mais ce jeu d'acteur. Tous les goûts sont permis mais de là à mettre 5 étoiles.Je me demande au final si tous les commentaires, toutes les critiques ne sont pas faire par la com.Du sang pour du sang.",Publiée le 7 octobre 2021,"7


8",Suivre son activité,0
"2,0","Une série que je trouvais plutôt agréable au début me rappelant Alice in Borderland que j’avais adoré mais plus les épisodes sont passés, plus je perdais de l’intérêt. Très lent, on n’apprend pas grand chose. Certains jeux d’acteurs sont excellents, d’autres sont frisent le ridicule (je pense à la personne âgée de la série). J’ai fini avec difficulté la série, si vous n’avez rien d’autre pourquoi pas mais vraiment pas la série de l’année.",Publiée le 22 septembre 2021,"8


10",Suivre son activité,1
"0,5","Par où commencer, un jeu d'acteur minable. Ils jouent comme pour une série destinée aux enfants alors que normalement celle-ci n'est pas destinée à ceux-ci. Nous comprenons tout de même à qu'ils ciblent un public jeune. Une histoire complètement nul. J'ai été jusqu'au bout afin de pouvoir juger.J'ai peut-être un mauvais avis sur le jeu des acteurs étant donné que c'est une production coréenne?Les uniformes rouges sont bien inspirés de la casa del papel.En parlant de casa del papel, j'avais lu que Squid Game allait dépasser celle-ci. SVP ne pas comparer la série "" Casa del papel"" qui a surpris par son originalité etc... Ici ""Squid Game"" ne surprend en rien",Publiée le 12 octobre 2021,"4


3",Suivre son activité,2
"0,5",Je ne sais pas par ou commencer tellement il y il y a de choses négatives à dire les acteurs sont très mauvais c'est juste une série pomper sur Battle Royale et les condamnés je ne comprends pas vraiment l'engouement qu'il y a pour cette série je pense qu'il ils ont fait leur réputation sur le buzz c'est grâce aux influenceurs qu'ils ont payé.,Publiée le 11 octobre 2021,"6


5",Suivre son activité,3
"5,0","In-croy-able! Série très prenante, sanglante, bien pensé, et les acteurs joue très bien. Les costumes ainsi que les décors sont captivants! À découvrir",Publiée le 19 septembre 2021,"7


8",Suivre son activité,4
"1,0","Scénario indigent, acteurs très mauvais, mise en scène molle et convenue. Que dire de plus sur cette série à oublier instantanément et qui semble destinée aux ados fans de jeux violents.Netflix est vraiment capable du pire pour faire de l'audience et justifier ses augmentations de tarif auprès des plus crédules !",Publiée le 13 octobre 2021,"4


0",Suivre son activité,5
"0,5","On se demande si ça n'est pas un canular, tellement c'est d'une nullité. Acteurs nullissimes,scénario déplorable, gore,aucun humour, comment peut-on comparer avec la Casa del Papel ?!...",Publiée le 13 octobre 2021,"4


4",Suivre son activité,6
"0,5","J ai moyennement aimé, un peu facile cette violence gratuite sans trop de fondement, dialogue pauvre et simpliste et critique cliché de la societe. Convient à un public jeune et peu exigeant sur la qualité d'une série. Manque de finesse. Je me suis ennuyé à partir du 4 ème épisode.",Publiée le 16 octobre 2021,"4


2",Suivre son activité,7
"4,5","Pas forcément fan de séries, je dois avouer que Squid Game m’a littéralement scotché et que je l’ai dévoré presque d’une traite. L’histoire de cette série phénomène nous raconte le destin précaire de Seong Gi Hun joueur invétéré et fauché en passe de perdre sa fille dans une Corée ou les inégalités se font de plus en plus dures et dégradantes pour les laisser pour compte. Un soir au détour d’un couloir de métro celui-ci fait la rencontre d’un inconnu qui lui propose de participer à un jeu étrange et clandestin ou les participants mourront un à un de façons violentes à travers différentes épreuves et ou le dernier à rester en vie remportera le pactole. Ne voyant pas d’autres solutions pour s’en sortir Seong Gi Hun accepte. Que Squid Game commence ! Bon déjà il est clair que c’est violent et sans concessions aucune et c’est tant mieux. Le héros qui va avec ses compagnons d’infortune (un vieil homme, une jeune rebelle, etc.) essayer d’aller jusqu’au bout en sachant qu’il ne devra en rester qu’un est vraiment attachant. L’intrigue est bien menée, le suspense est au rendez-vous, et les situations de jeu vraiment éprouvantes pour les protagonistes qui devrons s’unir ou se désunir suivant l’épreuve pour aller le plus loin possible. Visuellement la série est superbe avec des couleurs bigarrées et certaines séquences vraiment spectaculaires et audacieuses. On est à fond derrière le héros et certains de ces compagnons comme beaucoup moins avec d’autre. Autant dire qu’avec 9 épisodes ou la tension monte crescendo à mesure que les participants sont de moins en moins nombreux, la série passe vite. La fin bien que pas si originale que ça surprend quand même et nous fait entrevoir une suite qui espérons le sera du même acabit que celle-là. Vraiment excellent et série de l’année haut la main.",Publiée le 4 février 2022,"3


0",Suivre son activité,8
"2,5","Aie Aie AieSquid Game, la série du moment, l'évènement mondial dont on parle sans cesse avec tant d'éloge.Je ne sais vraiment pas ce qu'il s'est passé... Je l'ai dévorée d'une traite à force d'en entendre que du bien, mais mon enthousiasme durant les 4 premiers épisodes s'est soudainement estompé, dilué et complètement dissous durant une 2ème partie qui perd son élan.Commençons par ce qui fait plaisir :On n'a pas l'impression de regarder une série mais un bon film coréen. La réalisation est au top et les acteurs sont tous bon. Certes des personnages un poil trop caricaturaux 
spoiler: 
le truand méchant, l'hystérique qui nous tape sur le système, la rebelle au passé tragique
 mais ils jouent bien et le rôle principal n'est pas l'habituel super-héros, belle gueule, super-fort, super-bon - du coup on les trouve bien sympathiques ces personnages. On s'accroche à cette petite bande et on se demande bien ce qu'il va leur arriver.Cinéma (ou plutôt télévision) coréen oblige, on a de l'ultra violence (pas trop mais quand y en a, on ne fait pas les choses à moitié), un ton sérieux sans prétention,parfois des moments surréalistes à la coréenne qui contraste l'horreur et l'absurdité de la situation, et sans oublier la touche sentimentale. De bons ingrédients connus dans un concept connu (les films Saw, Cube, Hunger Games etc.) mais à la sauce coréenne, cela change du made in US pour qui n'est pas habitué.Mais alors pourquoi cette note mitigée ?L'idée de départ, mixe entre Battle royal et Saw, a le don d'attirer les foules (moi compris). Ce genre d'intrigue surprend parfois mais déçoit très souvent sauf si on est amateur du genre. Un symptôme que l'on reconnait très vite dans la longue liste de film et série Netflix qui ne manque pas de bonnes idées : Le pitch et la présentation est alléchante et intrigante pour finalement tomber dans la facilité et l'archi-connu; comme si l'idée de départ n'a pas su mûrir et se développer pour devenir un bon scénar maitrisé de bout en bout avec chaque idée trouvant sa place dans le tableau. Illustration de ce manque d'idée: un épisode qui tiiiiiire en longueur 
spoiler: 
-celui des billes-
, un un épisode qui dure 30 min au lieu des 50 et la révélation finale qui tombe en se dégonflant comme un gâteau raté. 
spoiler: 
-Tout ça pour ça ? Encore un vieux mourant qui n'a plus rien à perdre ?-
.La machine (le jeu, l'organisation) semble très bien huilée dans les premiers épisodes, mais petit à petit les failles se montrent et l'envers du décor casse la magie du spectacle et par la même occasion la crédibilité de la situation. 
spoiler: 
 Pour un jeu qui est organisé chaque année depuis plus de 20 ans, ils font quand même de grosses bourdes ces bonhommes, en laissant les participants aller où ils veulent et quand ils veulent
.Les jeux eux-mêmes bien que détournés de jeux d'enfants en jeux aux conséquences horrifiques, étaient juste décevants. Pourtant cela avait bien commencé: 
spoiler: 
Le jeu soleil et celui de la corde étaient bien détournés, le biscuit et les billes étaient de sommaire exécution -avec une touche dilemme psychologique je concède-, le pont était simplement un moyen d'éliminer tous les participants sauf les 3 derniers, qui étaient évidemment les 3 derniers à devoir passer, et finalement le duel final aurait pu aussi bien être un simple combat de gladiateur 
.Certains retournements de situation 
spoiler: 
-le frère, le petit vieux-
 sont justes prévisibles à des km tellement la série nous fait des coups de coude pas très subtils.Certains éléments sont juste des idées lancées et aussitôt oubliées et sans incidence sur l'intrigue principale pour l'instant: 
spoiler: 
 L'intrigue du tricheur et ses complices voleurs d'organes, clôturé, oublié / L'infiltration dans les conduits d'aération par les toilettes auxquelles il ont accès régulièrement, non exploitée / L'intrigue du policier, qui est purement personnelle, est intéressante mais n' a aucune incidence sur les autres pour l'instant 
. Une chose que j'ai trouvée absolument insupportable : 
spoiler: 
 Les VIP, ultra clichés, ultra over the top, on tombe dans le ridicule et tout cela n'apporte absolument rien à l'histoire. Dommage, on aurait pu avoir une trame qui se complexifie avec des individus masqués dont les intentions sont inconnues et qui observent de loin 
. Parfois moins c'est plus (+).En conclusion, une série qui a du bon et du moins bon. La série démarre de manière intrigante et introduit ses idées, puis, malgré les 9 épisodes, a du mal à tenir en bout de course en manque d'idée. La série coche toutes les cases pour une série à suspense avec retournement de situation et cliffhanger. Si on n'est pas pointilleux, ça marche et ça divertit et c'est fait pour ça.Une série à voir, rien que pour faire son propre avis.",Publiée le 11 octobre 2021,"4


0",Suivre son activité,9
"5,0","Gros gros coup de cœur !Série très prenante et addictive qui monte en puissance à chaque épisode. A mes yeux, une des meilleures sortie de 2021.",Publiée le 24 septembre 2021,"3


2",Suivre son activité,10
"2,0","Série dans la lignée de ce qu’on se fait en ce moment sans aucune nouveauté. Voici la formule, on prend tous les classiques de films du genre comme Battle Royale, Hunger Games, Les condamnés pour le style « Battle Royale affrontement entre joueurs et 1 gagnant à la clef, tout se passe bien entendu sur une île à l’écart, on ajoute à ça des émeutes entre détenus comme dans le film The Experiment, on prend des tenus et masques très fortement inspirés de la Casa de Papel pour les gardiens, des riches masqués pour matter le spectacle comme dans American Nightmare et on obtient ça ... une bonne grosse’ daube qui met du temps à se lancer, des acteurs tout sauf inspirant , qui peinent à faire passer des émotions . Le thème abordé est celui de ce que l’homme est prêt à faire pour de l’argent , du réchauffé à tous niveaux, le seul élément intéressant mais terriblement mal exploité est le policier qui infiltre le jeu et mène son enquête , mais ça n’apporte rien à l’histoire. Les épreuves sont par contre impressionnantes et on a le droit à de Beaux plans et de belles’ images , mais très clairement ça s’arrête là.",Publiée le 2 octobre 2021,"3



1",Suivre son activité,11
"5,0","Cette série est superbe Je n’avais jamais commenté de série mais là il sort du lot de pas mal de série Thriller, suspense, action tout est dedans Certes au début l’acteur principal est un peu soûlant mais la série avance bien au 2e épisode..",Publiée le 23 septembre 2021,"3


2",Suivre son activité,12
"2,0","Très décevant. ""Propagande"" est le terme approprié pour qualifier la promotion faite autour de cette nouvelle série. Le nombre important de produits dérivés (sweat shirt, t-shirt, casquettes, combis, masques, etc...) est hallucinant. Les bandes annonces présentées sont super alléchantes. Mais voilà, au fil des épisodes on déchante. Déjà, le concept est du réchauffé. Les acteurs sont parfois très inégaux dans leurs prestations, à commencer par Lee Jeong-jae, bien meilleur dans les rôles de flic, ou mafieux imperturbables, mais peu crédible ici, dans ce rôle de looser, au bout du rouleau. De plus le rythme se ralenti considérablement à mesure que les épisodes défilent. Certains épisodes se consacrent seulement à une seule épreuve, en étirant exagérément, beaucoup de scènes où il ne se dit ou passe pas grand chose. Les réactions de beaucoup de protagonistes ne sont pas franchement logiques, et la fin très bateau, ne rend pas les choses plus crédibles.",Publiée le 24 octobre 2021,"2


0",Suivre son activité,13
